Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
IfThenElse/ExMemory 100/ExMemory 100,1.0620710694512993e-6,1.020487236805184e-6,1.1071494420465071e-6,1.4887512473845798e-7,1.1019283943356444e-7,2.0457318722237567e-7
IfThenElse/ExMemory 100/ExMemory 500,1.0860556991878535e-6,1.044104714128469e-6,1.1690033894186541e-6,1.7435098936564277e-7,8.366107970676673e-8,2.9957941445402854e-7
IfThenElse/ExMemory 100/ExMemory 1000,9.379613863878489e-7,9.152017600868867e-7,9.721081294492063e-7,9.911996775419949e-8,8.981451224939997e-8,1.0801028850514869e-7
IfThenElse/ExMemory 100/ExMemory 2000,9.367879286443436e-7,9.081543887388234e-7,9.777744230557621e-7,1.1744431280848993e-7,8.830298559166892e-8,1.5006138416413884e-7
IfThenElse/ExMemory 100/ExMemory 5000,1.0265814267938772e-6,9.859875224608357e-7,1.0681551657722123e-6,1.2948783831294423e-7,1.0852405733078509e-7,1.5454307938105466e-7
IfThenElse/ExMemory 100/ExMemory 10000,1.1255256945794051e-6,1.0891055812752191e-6,1.1691346584900813e-6,1.3382638078917332e-7,1.0318783538260155e-7,1.6119954887294299e-7
IfThenElse/ExMemory 100/ExMemory 20000,9.649039044145627e-7,9.263472144208561e-7,9.996555987702054e-7,1.1191680877930982e-7,1.0268560496713398e-7,1.386701128700824e-7
IfThenElse/ExMemory 500/ExMemory 100,1.0075566498596796e-6,9.74814914477848e-7,1.0610521486356215e-6,1.4765102715023278e-7,8.789260632281292e-8,2.3611133705593302e-7
IfThenElse/ExMemory 500/ExMemory 500,9.972942208078437e-7,9.690615272284453e-7,1.0429735490718874e-6,1.2852165874951494e-7,9.346321033177537e-8,1.7554809854431588e-7
IfThenElse/ExMemory 500/ExMemory 1000,9.6815636932093e-7,9.404230153479073e-7,1.0230905523858822e-6,1.3791690286822745e-7,7.047597594810914e-8,2.3358334455798934e-7
IfThenElse/ExMemory 500/ExMemory 2000,9.555987699514648e-7,9.346258184148377e-7,9.7998297737166e-7,8.835752643098148e-8,7.673986901561737e-8,1.0147957215976847e-7
IfThenElse/ExMemory 500/ExMemory 5000,1.0601197434400228e-6,1.0067408590788792e-6,1.142235575636757e-6,2.2491955591465808e-7,1.459015496826211e-7,3.6998437369972107e-7
IfThenElse/ExMemory 500/ExMemory 10000,1.0340361700028184e-6,1.004388172284603e-6,1.0768881355850567e-6,1.1007269887618083e-7,7.582170738419526e-8,1.720014840232865e-7
IfThenElse/ExMemory 500/ExMemory 20000,1.0379299209588908e-6,9.956608072355868e-7,1.1639026000397187e-6,2.0527714961062531e-7,1.0949806457812643e-7,4.068177608834861e-7
IfThenElse/ExMemory 1000/ExMemory 100,1.0532881189577739e-6,1.0351257164699785e-6,1.084681770569983e-6,7.169279043614201e-8,4.60451145859506e-8,1.1874246014205352e-7
IfThenElse/ExMemory 1000/ExMemory 500,1.1510107829559923e-6,1.064222498426586e-6,1.4804598636045397e-6,5.280427971676094e-7,1.433541872276432e-7,1.08983630805027e-6
IfThenElse/ExMemory 1000/ExMemory 1000,1.0408741806089502e-6,1.0047008086990864e-6,1.0896465707528165e-6,1.3216649468129355e-7,9.572559582489548e-8,2.021030268332114e-7
IfThenElse/ExMemory 1000/ExMemory 2000,9.91774166755439e-7,9.636033405150437e-7,1.020822315733513e-6,1.0080410766616233e-7,9.038738524964125e-8,1.1273354615463529e-7
IfThenElse/ExMemory 1000/ExMemory 5000,1.031974686262273e-6,9.92696096425007e-7,1.075062761799532e-6,1.4276804017477462e-7,1.0922152605713518e-7,2.0695874850138567e-7
IfThenElse/ExMemory 1000/ExMemory 10000,1.0942576592800734e-6,1.0661011263495664e-6,1.1333871495414841e-6,1.0781887534164301e-7,8.619371360199603e-8,1.3160876116590054e-7
IfThenElse/ExMemory 1000/ExMemory 20000,1.0121279787991898e-6,9.75472050040191e-7,1.088125722200594e-6,1.7124804345729186e-7,1.1285610279018452e-7,2.960720274842234e-7
IfThenElse/ExMemory 2000/ExMemory 100,9.894151512821225e-7,9.40819188097571e-7,1.0361003715551436e-6,1.3858119097505524e-7,1.1481341217939224e-7,1.7479800593227217e-7
IfThenElse/ExMemory 2000/ExMemory 500,1.0076855112134501e-6,9.677260976105655e-7,1.1219851224315955e-6,2.1014905543329806e-7,1.0234315786994468e-7,4.121173655582839e-7
IfThenElse/ExMemory 2000/ExMemory 1000,1.0352117726656847e-6,9.977033661468322e-7,1.0709257669554609e-6,1.270981997621892e-7,1.0696851125834829e-7,1.5356373788220544e-7
IfThenElse/ExMemory 2000/ExMemory 2000,1.0563534435208894e-6,1.0224791050734107e-6,1.0889124714077124e-6,1.0811481525159483e-7,8.168337258828322e-8,1.4140645243154453e-7
IfThenElse/ExMemory 2000/ExMemory 5000,9.741463342396805e-7,9.420106323139533e-7,1.0048711056483351e-6,1.0837647111062695e-7,9.792190800697589e-8,1.2475491905719207e-7
IfThenElse/ExMemory 2000/ExMemory 10000,9.7241187179836e-7,9.251055470114212e-7,1.0239600540607168e-6,1.4818086443659948e-7,1.1357869869715498e-7,1.9129088740361104e-7
IfThenElse/ExMemory 2000/ExMemory 20000,1.1561392328417134e-6,1.123885692466781e-6,1.2283596368260582e-6,1.5289333777870634e-7,1.0181087861757579e-7,2.4810956953748056e-7
IfThenElse/ExMemory 5000/ExMemory 100,9.68411192418306e-7,9.445466329651298e-7,9.938839470769242e-7,8.692555638447805e-8,7.204919206609608e-8,1.2883582300781398e-7
IfThenElse/ExMemory 5000/ExMemory 500,9.07162076884706e-7,8.866022993145715e-7,9.552287273289748e-7,1.0411441420583077e-7,7.567131728954289e-8,1.5463780572692327e-7
IfThenElse/ExMemory 5000/ExMemory 1000,9.828664661256144e-7,9.363982670312242e-7,1.0255582210535263e-6,1.469447234652576e-7,1.0546174247659354e-7,2.3599337350314365e-7
IfThenElse/ExMemory 5000/ExMemory 2000,9.389065936130747e-7,9.029625173325123e-7,9.738213377298581e-7,1.1433714306044217e-7,9.655245093481381e-8,1.4750631015596596e-7
IfThenElse/ExMemory 5000/ExMemory 5000,1.0336717426530316e-6,1.0023782596895752e-6,1.086600929357723e-6,1.3081940410522863e-7,9.585683483799836e-8,1.8814772216426774e-7
IfThenElse/ExMemory 5000/ExMemory 10000,9.583780619362765e-7,9.240005232938057e-7,1.0063867880776439e-6,1.3173190583514574e-7,1.139186880583726e-7,1.5709619015105593e-7
IfThenElse/ExMemory 5000/ExMemory 20000,1.0039321324760955e-6,9.696587643014727e-7,1.0380891889229703e-6,1.1606830440824329e-7,9.480322896406717e-8,1.425302626768348e-7
IfThenElse/ExMemory 10000/ExMemory 100,1.007393492377396e-6,9.83297221032717e-7,1.035077987185254e-6,8.431298332660078e-8,7.439434926377734e-8,1.0483028497499413e-7
IfThenElse/ExMemory 10000/ExMemory 500,9.417778109977845e-7,9.150613940214064e-7,9.893256818547457e-7,1.2397088908925817e-7,6.048123262666504e-8,2.318155374592751e-7
IfThenElse/ExMemory 10000/ExMemory 1000,1.0776927188721927e-6,1.0591209205296557e-6,1.1104345011290591e-6,7.750330076320382e-8,4.4776414431290995e-8,1.20138572069249e-7
IfThenElse/ExMemory 10000/ExMemory 2000,9.696097158034992e-7,9.327383886829715e-7,1.0272872665826973e-6,1.4102046982294368e-7,9.859663866153791e-8,2.1457904301295622e-7
IfThenElse/ExMemory 10000/ExMemory 5000,9.971637736191308e-7,9.69501093618294e-7,1.0210586741428772e-6,8.459678234433013e-8,7.76005392294708e-8,9.627021184227041e-8
IfThenElse/ExMemory 10000/ExMemory 10000,9.674574640742563e-7,9.369969232401058e-7,1.0173506486340795e-6,1.328684059207062e-7,9.586040244632543e-8,2.105051415732257e-7
IfThenElse/ExMemory 10000/ExMemory 20000,9.540218914499255e-7,9.251984410433693e-7,9.867054034034704e-7,1.0343448662739619e-7,9.455259958356924e-8,1.224037134851368e-7
IfThenElse/ExMemory 20000/ExMemory 100,1.1018210628859208e-6,1.0755077926865532e-6,1.1467100371363129e-6,1.2303302486606318e-7,7.700160517346038e-8,1.9180723696135627e-7
IfThenElse/ExMemory 20000/ExMemory 500,1.0383962548008354e-6,9.9869737575386e-7,1.1022006515191759e-6,1.6333178897472522e-7,1.1796235000549623e-7,2.4744528637263797e-7
IfThenElse/ExMemory 20000/ExMemory 1000,9.393861767023e-7,9.266477617770085e-7,9.579570216239836e-7,5.990303020936874e-8,4.7982965212221834e-8,7.035285382487178e-8
IfThenElse/ExMemory 20000/ExMemory 2000,9.46449657750616e-7,9.189138551912332e-7,9.900404558669767e-7,1.163702247017171e-7,6.685508537004034e-8,1.9265255252336534e-7
IfThenElse/ExMemory 20000/ExMemory 5000,1.0183348801995431e-6,9.945126145876666e-7,1.0523520486051483e-6,9.091792187557898e-8,6.652390428274184e-8,1.3326787429515328e-7
IfThenElse/ExMemory 20000/ExMemory 10000,1.056997839760842e-6,1.0260046956275292e-6,1.1064955701942636e-6,1.4406228129145816e-7,9.580683249009123e-8,2.186330901359085e-7
IfThenElse/ExMemory 20000/ExMemory 20000,9.63929158990034e-7,9.282925084731734e-7,1.0242780384150733e-6,1.368068961354819e-7,1.1909056046578663e-7,1.6649944411433847e-7
IfThenElse/ExMemory 100/ExMemory 100,1.122677787439169e-6,1.0560580443464238e-6,1.2568118601004964e-6,2.7673885666077147e-7,1.4995419156870438e-7,5.325472977271665e-7
IfThenElse/ExMemory 100/ExMemory 500,1.110880278739751e-6,1.072241235630806e-6,1.1659013958088695e-6,1.4852993326412432e-7,1.1276461623025049e-7,1.9027398723563973e-7
IfThenElse/ExMemory 100/ExMemory 1000,1.0402421659542904e-6,9.791973501787434e-7,1.2588528291827281e-6,3.367007670848816e-7,9.071781686587231e-8,7.000251681292348e-7
IfThenElse/ExMemory 100/ExMemory 2000,9.528525358951132e-7,9.166435664909496e-7,9.89387650328629e-7,1.1842590798750556e-7,9.910810124143791e-8,1.5109178530370681e-7
IfThenElse/ExMemory 100/ExMemory 5000,1.005505579953273e-6,9.774649349611027e-7,1.0455515429837464e-6,1.1632451630752956e-7,9.053928634213918e-8,1.5983253511131414e-7
IfThenElse/ExMemory 100/ExMemory 10000,1.0352747564062438e-6,9.854830951496255e-7,1.0943419365803325e-6,1.63873271517677e-7,1.3445565819296292e-7,1.992305772968752e-7
IfThenElse/ExMemory 100/ExMemory 20000,1.092879334462971e-6,1.066824865928753e-6,1.1246152983911982e-6,1.0073865203436537e-7,6.396487780457462e-8,1.4620915829250253e-7
IfThenElse/ExMemory 500/ExMemory 100,1.0323822235425628e-6,9.905372773982155e-7,1.0792591067313304e-6,1.3931094346434677e-7,1.1696587794083563e-7,1.8361153990286474e-7
IfThenElse/ExMemory 500/ExMemory 500,1.0275446268409733e-6,9.779528194788166e-7,1.0822403660971946e-6,1.8202517481940838e-7,1.4474144434265702e-7,2.2400061705483692e-7
IfThenElse/ExMemory 500/ExMemory 1000,1.1431539977041703e-6,1.1122086481964366e-6,1.2009871331972827e-6,1.2289200642577663e-7,8.633986146196461e-8,1.8062129615198135e-7
IfThenElse/ExMemory 500/ExMemory 2000,9.575754830652982e-7,9.270473642903426e-7,9.95538641412542e-7,1.060172705325155e-7,8.619056705409776e-8,1.5090393645345707e-7
IfThenElse/ExMemory 500/ExMemory 5000,1.07432389250598e-6,1.0448421627772639e-6,1.127627062586014e-6,1.372700087437061e-7,9.896546700458278e-8,2.020294874960183e-7
IfThenElse/ExMemory 500/ExMemory 10000,9.237022714850926e-7,9.009760356063746e-7,9.525773276873176e-7,9.249648804417213e-8,6.802335321772966e-8,1.2418361588536654e-7
IfThenElse/ExMemory 500/ExMemory 20000,9.96961589495624e-7,9.730194785142756e-7,1.0286540378118227e-6,9.384696108233525e-8,7.898920162226714e-8,1.2496100803839506e-7
IfThenElse/ExMemory 1000/ExMemory 100,9.638463087251774e-7,9.227965203646513e-7,1.0049629626035197e-6,1.401702650328135e-7,1.0532054106418177e-7,1.8105997860212296e-7
IfThenElse/ExMemory 1000/ExMemory 500,9.440531579863809e-7,9.166340174629732e-7,9.928877262375815e-7,1.2336904443056598e-7,9.707455853601989e-8,1.645552205638506e-7
IfThenElse/ExMemory 1000/ExMemory 1000,9.410824320959584e-7,9.060560036545399e-7,9.880185333557336e-7,1.3169274363661046e-7,1.029139889888779e-7,1.8178183938859297e-7
IfThenElse/ExMemory 1000/ExMemory 2000,1.100288230647055e-6,1.081235882413388e-6,1.1351104238482969e-6,8.269890793801858e-8,5.3146323418984376e-8,1.2675459657698642e-7
IfThenElse/ExMemory 1000/ExMemory 5000,9.829154924231747e-7,9.551009077563636e-7,1.0186555611033955e-6,1.0223609397112188e-7,7.970648745063756e-8,1.4992517782076018e-7
IfThenElse/ExMemory 1000/ExMemory 10000,1.104421457095981e-6,1.0724450190968534e-6,1.1699707219971613e-6,1.3480597678896814e-7,1.05328775318416e-7,1.8365582908121138e-7
IfThenElse/ExMemory 1000/ExMemory 20000,9.506654765785413e-7,9.108803416354944e-7,1.0029390535332725e-6,1.5454190501834235e-7,1.05313852011377e-7,2.3800415655502014e-7
IfThenElse/ExMemory 2000/ExMemory 100,1.0986104015971602e-6,1.060769029871473e-6,1.1435198674555334e-6,1.3308455652037817e-7,9.635521917566572e-8,1.9382514543027188e-7
IfThenElse/ExMemory 2000/ExMemory 500,1.0378479096578652e-6,9.84373566932599e-7,1.1056472179344712e-6,1.8889447067069356e-7,1.363802635786065e-7,2.618229792803437e-7
IfThenElse/ExMemory 2000/ExMemory 1000,1.098387869670761e-6,1.0559869960292523e-6,1.1628565561014335e-6,1.6950718426733296e-7,1.263473862598583e-7,2.1460972301753762e-7
IfThenElse/ExMemory 2000/ExMemory 2000,1.154067044521303e-6,1.1012611860140662e-6,1.2399524446863538e-6,2.019623174910435e-7,1.452909722098623e-7,3.042602025910922e-7
IfThenElse/ExMemory 2000/ExMemory 5000,1.109881789164229e-6,1.0815976715808576e-6,1.150618585974126e-6,1.0496164182120728e-7,7.026085997311102e-8,1.3420275273246544e-7
IfThenElse/ExMemory 2000/ExMemory 10000,1.058361611320102e-6,1.002212250699995e-6,1.1732080289931537e-6,2.718229036912851e-7,1.3860231160273703e-7,5.042628363100472e-7
IfThenElse/ExMemory 2000/ExMemory 20000,1.0127197092844268e-6,9.810076790355182e-7,1.0514468546404663e-6,1.20796996666839e-7,9.505749182063373e-8,1.617663600271358e-7
IfThenElse/ExMemory 5000/ExMemory 100,1.1331903500261241e-6,1.100596850779254e-6,1.1638495818631547e-6,9.437371622162694e-8,7.164481024895418e-8,1.279534249106312e-7
IfThenElse/ExMemory 5000/ExMemory 500,1.0278161525941136e-6,9.625814845625265e-7,1.0925710702657246e-6,1.967429410792874e-7,1.4498052076259083e-7,2.520387986044817e-7
IfThenElse/ExMemory 5000/ExMemory 1000,1.0113263633432607e-6,9.80816213316238e-7,1.0372153785913466e-6,9.513129362361946e-8,7.62102506576085e-8,1.0932352275863147e-7
IfThenElse/ExMemory 5000/ExMemory 2000,1.1027730069570968e-6,1.0633220473164694e-6,1.1879199688514419e-6,1.79111790259793e-7,9.913654430840911e-8,3.2204213706247176e-7
IfThenElse/ExMemory 5000/ExMemory 5000,1.0939844213336608e-6,1.0793492775582884e-6,1.1212177115264652e-6,7.154218682970623e-8,3.679091010153801e-8,1.245189319615272e-7
IfThenElse/ExMemory 5000/ExMemory 10000,1.0369409565132985e-6,1.0007800669914825e-6,1.0875333279659657e-6,1.3843404565718463e-7,1.0319627224303343e-7,1.791685392611422e-7
IfThenElse/ExMemory 5000/ExMemory 20000,1.042747677136511e-6,1.0172124342324817e-6,1.0740549696161348e-6,9.967872000000334e-8,7.880701483268578e-8,1.3057766165926618e-7
IfThenElse/ExMemory 10000/ExMemory 100,1.0844754466782214e-6,1.036910461002096e-6,1.1764345397793367e-6,2.239649954169935e-7,1.285318897219854e-7,3.988224456389491e-7
IfThenElse/ExMemory 10000/ExMemory 500,9.022088470000194e-7,8.819729157506089e-7,9.252643827242613e-7,7.62923353496616e-8,5.777673701843883e-8,9.11523578976445e-8
IfThenElse/ExMemory 10000/ExMemory 1000,1.1197688055791567e-6,1.0770221274055258e-6,1.2282498642471591e-6,2.3000415423461193e-7,5.6849562953221136e-8,4.3344485238653816e-7
IfThenElse/ExMemory 10000/ExMemory 2000,9.637794348188688e-7,9.305824263506333e-7,1.0012327694916112e-6,1.162857444590979e-7,1.0816802869216053e-7,1.2381021969232582e-7
IfThenElse/ExMemory 10000/ExMemory 5000,1.1372079169237642e-6,1.0815116041495374e-6,1.3644175159971966e-6,3.155308029838137e-7,9.974980169979474e-8,6.258004946315938e-7
IfThenElse/ExMemory 10000/ExMemory 10000,1.0004602604264913e-6,9.579854496924048e-7,1.0446064911015004e-6,1.391875285910885e-7,1.2348128803446488e-7,1.7462430831897497e-7
IfThenElse/ExMemory 10000/ExMemory 20000,1.1036885064592036e-6,1.0767126420962006e-6,1.1376117723712222e-6,1.0980102110426585e-7,7.434473189310679e-8,1.5298144848647902e-7
IfThenElse/ExMemory 20000/ExMemory 100,1.0857145182433862e-6,1.032804646359597e-6,1.1607038802991558e-6,1.836547569409515e-7,1.459947838497231e-7,2.3230661389167192e-7
IfThenElse/ExMemory 20000/ExMemory 500,1.0835809285279389e-6,1.0611777289208764e-6,1.1172832140977793e-6,8.933295119175873e-8,6.147837709763174e-8,1.298289762491855e-7
IfThenElse/ExMemory 20000/ExMemory 1000,9.410754012164237e-7,9.139388228321097e-7,9.652628907918847e-7,8.042030061548637e-8,6.94974280420639e-8,9.022894331034421e-8
IfThenElse/ExMemory 20000/ExMemory 2000,1.0345812074722744e-6,9.910885917731002e-7,1.0832876983310649e-6,1.420395627220339e-7,1.16381845956697e-7,1.8891854479711283e-7
IfThenElse/ExMemory 20000/ExMemory 5000,9.985967565020654e-7,9.65482080462196e-7,1.0227208672072342e-6,9.581214446812806e-8,8.499954921220997e-8,1.0580333625840953e-7
IfThenElse/ExMemory 20000/ExMemory 10000,1.0891798338636438e-6,1.0617771922011828e-6,1.1328250122650579e-6,1.1324154894184769e-7,8.230482170815731e-8,1.7800232571564013e-7
IfThenElse/ExMemory 20000/ExMemory 20000,9.284973623053794e-7,8.937871829731895e-7,9.639291367960045e-7,1.1468616134769784e-7,7.713461872093121e-8,1.8793797016302713e-7
AppendByteString/ExMemory 0/ExMemory 0,1.1556828366957133e-6,1.1304884287076433e-6,1.1999787821099475e-6,1.0290542919805614e-7,8.42333365481976e-8,1.2840720459286202e-7
AppendByteString/ExMemory 0/ExMemory 250,1.06302518430239e-6,1.0473348632279144e-6,1.081612207719769e-6,5.908699229296709e-8,3.393022096163231e-8,7.837498874997633e-8
AppendByteString/ExMemory 0/ExMemory 500,1.0844046173071268e-6,1.0626716365645301e-6,1.1697019915338947e-6,1.180617760526125e-7,4.653140295929145e-8,2.505158758392426e-7
AppendByteString/ExMemory 0/ExMemory 750,1.0598123225018408e-6,1.0479148505706834e-6,1.0700478417896803e-6,3.7797651015918585e-8,2.0342547525213595e-8,5.834349620861052e-8
AppendByteString/ExMemory 0/ExMemory 1000,1.062646570550286e-6,1.0392639572566344e-6,1.1126312723648708e-6,1.1379389262318838e-7,4.873488345538231e-8,2.0732454251336893e-7
AppendByteString/ExMemory 0/ExMemory 1250,1.0639047373110921e-6,1.0517250384564443e-6,1.074519638105383e-6,4.1363433166973607e-8,2.203892450262663e-8,6.837149424390666e-8
AppendByteString/ExMemory 0/ExMemory 1500,1.0841661862162148e-6,1.0670133722728606e-6,1.1476418923648742e-6,9.528942330919796e-8,2.9644664057390926e-8,2.0793526741669482e-7
AppendByteString/ExMemory 0/ExMemory 1750,1.0534824051169447e-6,1.0395816647086593e-6,1.07689083973774e-6,6.376711105630974e-8,3.727648942567757e-8,9.659111523622787e-8
AppendByteString/ExMemory 0/ExMemory 2000,1.0998985210579827e-6,1.0681678172491323e-6,1.1750876288893435e-6,1.5132680017654668e-7,9.459359420173685e-8,2.3305622483273364e-7
AppendByteString/ExMemory 0/ExMemory 2250,1.1036850877492065e-6,1.0767979693952048e-6,1.158360606485003e-6,1.0347720661582171e-7,7.93955161689401e-8,1.5132869962475407e-7
AppendByteString/ExMemory 0/ExMemory 2500,1.0499827287830205e-6,9.939871438382412e-7,1.2793011954244876e-6,3.1850149097092047e-7,6.517147969329357e-8,7.219510845715916e-7
AppendByteString/ExMemory 0/ExMemory 2750,1.0512300498008983e-6,1.0308692773310548e-6,1.0919737361582411e-6,9.680634246204617e-8,5.0542978861345505e-8,1.5355381889558684e-7
AppendByteString/ExMemory 0/ExMemory 3000,1.0710938642704383e-6,1.0526390226286236e-6,1.0960929461546072e-6,7.299723836181308e-8,4.3003354133200284e-8,1.0578665404848216e-7
AppendByteString/ExMemory 0/ExMemory 3250,1.0753218486897819e-6,1.041201894029046e-6,1.1150377754916078e-6,1.3387992096754337e-7,1.0912329113535939e-7,1.8967207702779657e-7
AppendByteString/ExMemory 0/ExMemory 3500,1.0583824496122092e-6,1.050181306729779e-6,1.0717346875321472e-6,3.548959224149753e-8,2.5042756297788564e-8,4.8533225222803326e-8
AppendByteString/ExMemory 0/ExMemory 3750,1.0799541062048441e-6,1.0500147723749992e-6,1.161068709491389e-6,1.644822332613208e-7,3.320978761609689e-8,3.098761763670416e-7
AppendByteString/ExMemory 0/ExMemory 4000,1.066398045754689e-6,1.0529250101118894e-6,1.1069828581296687e-6,7.14267643299566e-8,3.0422668943772144e-8,1.379781651214203e-7
AppendByteString/ExMemory 0/ExMemory 4250,1.10004039466153e-6,1.0746433935458194e-6,1.1336067006257341e-6,9.079370021431806e-8,5.2231019698860854e-8,1.2979943768235651e-7
AppendByteString/ExMemory 0/ExMemory 4500,1.064257745332203e-6,1.0340108748510327e-6,1.120062026753582e-6,1.221897463903187e-7,7.993364584818618e-8,1.88220883178942e-7
AppendByteString/ExMemory 0/ExMemory 4750,1.116304437696591e-6,1.0867546814920107e-6,1.1709241401167245e-6,1.2778392963090244e-7,8.739176578833617e-8,1.7372619876243186e-7
AppendByteString/ExMemory 0/ExMemory 5000,1.0555813121101095e-6,1.0502135862178212e-6,1.0708870498104023e-6,2.760090009444506e-8,1.1324413033467323e-8,5.383961425818955e-8
AppendByteString/ExMemory 250/ExMemory 0,1.0530235009060348e-6,1.035121775790795e-6,1.0788956652211093e-6,6.857950201591047e-8,3.952409076147378e-8,1.1457224465880691e-7
AppendByteString/ExMemory 250/ExMemory 250,1.2981237797872198e-6,1.2746741228662102e-6,1.3523404440346823e-6,1.0618761169831011e-7,6.462589229405748e-8,1.5811413263834868e-7
AppendByteString/ExMemory 250/ExMemory 500,1.4504238183516249e-6,1.4166736038112475e-6,1.4939809598812432e-6,1.2438247636607278e-7,8.230820597461322e-8,2.0601885728709708e-7
AppendByteString/ExMemory 250/ExMemory 750,1.546196575480636e-6,1.5151350791754036e-6,1.6165248936402867e-6,1.4831185125404117e-7,7.653408411254601e-8,2.55707921118007e-7
AppendByteString/ExMemory 250/ExMemory 1000,1.8681426101436326e-6,1.7952375900111092e-6,1.9831868755522746e-6,2.8845723652586744e-7,1.883267722497672e-7,4.042808888420593e-7
AppendByteString/ExMemory 250/ExMemory 1250,1.9701627476948993e-6,1.9014790148845858e-6,2.053835011426212e-6,2.644399908831875e-7,1.895577408359301e-7,3.467653802624857e-7
AppendByteString/ExMemory 250/ExMemory 1500,2.0466948221661975e-6,1.9865807642557314e-6,2.1912019374941904e-6,3.120510237558014e-7,2.0889857316307545e-7,5.017737195434459e-7
AppendByteString/ExMemory 250/ExMemory 1750,2.0204817649291124e-6,1.9751208736648927e-6,2.081586844709092e-6,1.5971603527523763e-7,1.1010780837061449e-7,2.7785221378209596e-7
AppendByteString/ExMemory 250/ExMemory 2000,2.1601193584249314e-6,2.068070594607854e-6,2.3043337941303458e-6,3.83208490010346e-7,1.6923204516093787e-7,5.91961523518336e-7
AppendByteString/ExMemory 250/ExMemory 2250,2.359833667431154e-6,2.227315956441994e-6,2.6144189183691528e-6,5.992050399997116e-7,4.07415653296977e-7,8.747448973040923e-7
AppendByteString/ExMemory 250/ExMemory 2500,2.8213080975852994e-6,2.5741535488159167e-6,3.2972144288356257e-6,1.0562372969188689e-6,6.359488692009626e-7,1.7992123356945169e-6
AppendByteString/ExMemory 250/ExMemory 2750,2.71552525216726e-6,2.5970572257609382e-6,2.9584576641555494e-6,5.030059505556246e-7,3.2489899671198325e-7,7.616664825139909e-7
AppendByteString/ExMemory 250/ExMemory 3000,2.9806843752048014e-6,2.737289147324855e-6,3.6553399334608396e-6,1.1728303482617779e-6,4.0059667014370297e-7,2.464184814698089e-6
AppendByteString/ExMemory 250/ExMemory 3250,2.969050742097666e-6,2.856094085460411e-6,3.198998799301078e-6,4.973364977939277e-7,2.0910330799600976e-7,9.357202316963213e-7
AppendByteString/ExMemory 250/ExMemory 3500,3.1115632833863676e-6,3.0411711218011983e-6,3.2400002464451287e-6,3.1292328400315533e-7,2.2046554564664425e-7,4.3720795623201676e-7
AppendByteString/ExMemory 250/ExMemory 3750,3.2207782067638646e-6,3.134930896388822e-6,3.3876894024362047e-6,3.9643219046423204e-7,1.9971351265570656e-7,6.065729724689548e-7
AppendByteString/ExMemory 250/ExMemory 4000,3.200653843579391e-6,3.178015189076858e-6,3.237444403695011e-6,1.0602984739991924e-7,6.600520083197818e-8,1.727572354715236e-7
AppendByteString/ExMemory 250/ExMemory 4250,3.554224893585181e-6,3.35660312922066e-6,3.907745798364217e-6,7.825355118903948e-7,4.216016958171203e-7,1.197696202462608e-6
AppendByteString/ExMemory 250/ExMemory 4500,3.515840268826944e-6,3.410047805297574e-6,3.6849395086345774e-6,4.0372937542436693e-7,3.2147566402480053e-7,5.570256556105531e-7
AppendByteString/ExMemory 250/ExMemory 4750,3.591151342193065e-6,3.4628886261410292e-6,3.8072662974010184e-6,5.49210952852116e-7,3.5686554830643173e-7,8.960596459895758e-7
AppendByteString/ExMemory 250/ExMemory 5000,3.757976174854224e-6,3.5967656570121556e-6,4.059287826481412e-6,6.966893302030192e-7,2.8014273080996204e-7,1.0940499721423715e-6
AppendByteString/ExMemory 500/ExMemory 0,1.062406328913635e-6,1.0269126448309944e-6,1.1486823761701555e-6,1.6661473866509015e-7,7.393780159702413e-8,3.131449166623964e-7
AppendByteString/ExMemory 500/ExMemory 250,1.488581500018087e-6,1.4821702068780787e-6,1.5074112091281473e-6,3.849644262279758e-8,1.1980540777678477e-8,7.080365362559962e-8
AppendByteString/ExMemory 500/ExMemory 500,1.7347260270194125e-6,1.6458774088420642e-6,2.1682594056634827e-6,5.149106837650777e-7,1.373960465090237e-7,1.20922747982033e-6
AppendByteString/ExMemory 500/ExMemory 750,1.8862137889719113e-6,1.8019525139812551e-6,1.972931659297176e-6,3.2717821353207346e-7,2.4624421424039134e-7,3.963728238934331e-7
AppendByteString/ExMemory 500/ExMemory 1000,1.8988156585529668e-6,1.8636615125803383e-6,1.9698397676691693e-6,1.467561774329992e-7,8.142382460430881e-8,2.455706550250923e-7
AppendByteString/ExMemory 500/ExMemory 1250,1.9773007879925863e-6,1.918550983338078e-6,2.0523937319830138e-6,2.1437267260589528e-7,1.6518850855018787e-7,2.8001580009999886e-7
AppendByteString/ExMemory 500/ExMemory 1500,2.116604014596674e-6,2.0701314710871248e-6,2.200817910161224e-6,1.9945557995067928e-7,1.1289148828092626e-7,3.4659077435841906e-7
AppendByteString/ExMemory 500/ExMemory 1750,2.1975944815520407e-6,2.1379491217448334e-6,2.2650139789995747e-6,1.9860942557017815e-7,1.4591077373717096e-7,3.149900183365796e-7
AppendByteString/ExMemory 500/ExMemory 2000,2.1240569408232713e-6,2.0558969853371103e-6,2.2295449868759993e-6,2.9498254723531876e-7,2.0980645347672705e-7,4.216906738482447e-7
