Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
MkPairData/ExMemory 5/ExMemory 170,9.156667147832248e-7,9.115705061101233e-7,9.24093725779367e-7,2.227843389889965e-8,1.364772388293509e-8,3.6722579626491745e-8
MkPairData/ExMemory 5/ExMemory 187,9.559018628776765e-7,9.288832754637214e-7,9.976805691441186e-7,1.1419691100358928e-7,8.737145871307849e-8,1.4619134683270557e-7
MkPairData/ExMemory 5/ExMemory 1289,8.466067514074289e-7,8.144421245692812e-7,8.890317626186487e-7,1.2245685876994812e-7,1.0195621082311367e-7,1.6522888540791006e-7
MkPairData/ExMemory 5/ExMemory 136,9.687322500743555e-7,9.445584741689506e-7,1.0016191622411006e-6,1.0521606406504063e-7,7.919209965739431e-8,1.3906988088410266e-7
MkPairData/ExMemory 5/ExMemory 6894,9.21193100123473e-7,9.032881427520611e-7,9.575325431347616e-7,8.190593455188791e-8,3.193790988651956e-8,1.3087526943912563e-7
MkPairData/ExMemory 5/ExMemory 14,7.96458675156177e-7,7.696473951330195e-7,8.268256290500696e-7,1.0738328905658837e-7,8.341074158389977e-8,1.5317254783781687e-7
MkPairData/ExMemory 5/ExMemory 43,8.897624612318786e-7,8.687585963700325e-7,9.008267932087552e-7,4.9552456220836834e-8,3.0511079946308454e-8,7.59308170483594e-8
MkPairData/ExMemory 5/ExMemory 14,8.516817628323776e-7,8.116885782197384e-7,8.941215712948898e-7,1.399948032506123e-7,1.1429370449521087e-7,1.749754972013033e-7
MkPairData/ExMemory 5/ExMemory 28,9.260715762049175e-7,9.094497848927712e-7,9.601883495226574e-7,7.95798343652417e-8,4.3476201629674115e-8,1.1958868332066652e-7
MkPairData/ExMemory 5/ExMemory 34,8.708251232511843e-7,8.315566120089898e-7,9.238339598923737e-7,1.4614617503129172e-7,1.1303704576575026e-7,2.0740186488423863e-7
MkPairData/ExMemory 5/ExMemory 9,8.133044706936092e-7,7.861168860107254e-7,8.437224927582985e-7,1.0609002330671257e-7,9.559635902179797e-8,1.279346300126812e-7
MkPairData/ExMemory 5/ExMemory 52,9.75204536146936e-7,9.459283799246788e-7,1.0330992533398193e-6,1.2068803618985672e-7,8.544450452045203e-8,1.7469617276043477e-7
MkPairData/ExMemory 5/ExMemory 52,9.321552993611686e-7,9.122579865351782e-7,9.691736424604188e-7,8.97986358340525e-8,5.913815358630933e-8,1.3666632144850814e-7
MkPairData/ExMemory 5/ExMemory 4,8.87568173726711e-7,8.575386023820828e-7,9.349518658304878e-7,1.3665404264929842e-7,9.130143817676264e-8,2.485589198521658e-7
MkPairData/ExMemory 5/ExMemory 29,9.316226861394133e-7,8.980078362087708e-7,9.73726442857301e-7,1.179973750272192e-7,9.373007542995238e-8,1.5547328415963943e-7
MkPairData/ExMemory 8/ExMemory 150,9.498163278370559e-7,8.969505848079682e-7,1.0359304233274825e-6,2.0274431666607414e-7,1.3513792156178262e-7,3.5792684210792275e-7
MkPairData/ExMemory 8/ExMemory 1276,9.218234560666968e-7,9.032291074046261e-7,9.45382011224815e-7,7.824248501663969e-8,4.907711469487762e-8,1.1839691259326301e-7
MkPairData/ExMemory 8/ExMemory 278,8.883429637620454e-7,8.61185250174249e-7,9.17060623423965e-7,9.026632782126221e-8,7.183453176314647e-8,1.1972474115313674e-7
MkPairData/ExMemory 8/ExMemory 442,8.215795026749154e-7,7.954028388611525e-7,8.600439922537405e-7,1.024323701967827e-7,9.046110150341196e-8,1.341760733048686e-7
MkPairData/ExMemory 8/ExMemory 851,8.87830150471077e-7,8.662645333391443e-7,8.977155213776708e-7,4.6895196655324934e-8,2.808862813129305e-8,7.072515903556828e-8
MkPairData/ExMemory 8/ExMemory 170,9.745850938161855e-7,9.480381822013345e-7,1.034617909208747e-6,1.2415114971376226e-7,9.519707763898227e-8,1.5824712975205386e-7
MkPairData/ExMemory 8/ExMemory 187,9.437681829232184e-7,9.224123932988942e-7,9.776946314555003e-7,8.112791915580775e-8,5.604846336557902e-8,1.1623042163780843e-7
MkPairData/ExMemory 8/ExMemory 1289,9.028554266176767e-7,8.717256423146975e-7,9.505198614824679e-7,1.1892311427123299e-7,8.505012377609451e-8,1.841060646018251e-7
MkPairData/ExMemory 8/ExMemory 136,9.667574396407843e-7,9.348762510057218e-7,1.0186681711082236e-6,1.2060662994260976e-7,7.898575523988196e-8,1.5957083119891652e-7
MkPairData/ExMemory 8/ExMemory 6894,9.712478596790189e-7,9.445195189736357e-7,1.0238747638054448e-6,1.2777181289263026e-7,8.32195524590213e-8,2.1496226047364778e-7
MkPairData/ExMemory 8/ExMemory 14,9.254977773310299e-7,9.133887006108874e-7,9.54893605607202e-7,6.973128631107164e-8,3.331205848499138e-8,1.1579887177942076e-7
MkPairData/ExMemory 8/ExMemory 43,9.635203505092835e-7,9.411887279285995e-7,9.943148395025625e-7,9.684971947013376e-8,8.034942294968847e-8,1.2154132403942838e-7
MkPairData/ExMemory 8/ExMemory 14,9.62268414594263e-7,9.329980059069742e-7,9.99787751982879e-7,1.0860581938328354e-7,7.196500671321059e-8,1.4144908593115105e-7
MkPairData/ExMemory 8/ExMemory 28,7.743144339201986e-7,7.531755923548843e-7,8.075682405065656e-7,8.208611848472848e-8,5.4318624298534986e-8,1.1136555922014088e-7
MkPairData/ExMemory 8/ExMemory 34,9.553645905195743e-7,9.289552477429143e-7,1.0107609160531158e-6,1.1967226208923313e-7,7.55890132352282e-8,1.7577779293074954e-7
MkPairData/ExMemory 8/ExMemory 9,8.860960649190449e-7,8.529618547492742e-7,9.426087138663092e-7,1.3041858975408169e-7,1.0618412537669815e-7,1.7531956782576874e-7
MkPairData/ExMemory 8/ExMemory 52,9.280602864452615e-7,9.1482506986751e-7,9.57451275728104e-7,7.046520797762822e-8,3.8924278245937897e-8,1.1553375585143559e-7
MkPairData/ExMemory 8/ExMemory 52,9.463457881729898e-7,9.208931075433522e-7,9.904592954633693e-7,1.110293105751188e-7,7.960856205734128e-8,1.5584825094019682e-7
MkPairData/ExMemory 8/ExMemory 4,9.203825474019018e-7,9.106157425207614e-7,9.495014415012061e-7,4.941429483473913e-8,2.3295872160059774e-8,7.971716090285747e-8
MkPairData/ExMemory 8/ExMemory 29,8.756433356746209e-7,8.429648167101647e-7,9.185215025986739e-7,1.2488424945183175e-7,9.471440362166026e-8,1.9753601735073484e-7
MkPairData/ExMemory 4/ExMemory 150,8.26515413233399e-7,7.987075979057882e-7,8.680057464771422e-7,1.1469488199485613e-7,9.361975137156676e-8,1.5987319607289175e-7
MkPairData/ExMemory 4/ExMemory 1276,8.756302468798457e-7,8.510987256837932e-7,9.160955757380744e-7,1.1164457263253932e-7,7.007057131489757e-8,1.9991679962754187e-7
MkPairData/ExMemory 4/ExMemory 278,9.381994361444959e-7,9.226692811893239e-7,9.640361110108946e-7,6.958712617370586e-8,4.626034663437435e-8,1.2501000832153258e-7
MkPairData/ExMemory 4/ExMemory 442,9.404464196097879e-7,9.047882153057953e-7,9.814707891654108e-7,1.3776336897456908e-7,1.1274756326330807e-7,1.693431137911018e-7
MkPairData/ExMemory 4/ExMemory 851,9.590652723075927e-7,9.289833711195477e-7,9.993445082301393e-7,1.0114169751236768e-7,7.603118503898924e-8,1.470703983308837e-7
MkPairData/ExMemory 4/ExMemory 170,8.509923473952653e-7,8.155702714311784e-7,9.050667764558549e-7,1.3370820228372768e-7,9.972197879345345e-8,2.121864512760545e-7
MkPairData/ExMemory 4/ExMemory 187,9.168848550521977e-7,9.002419194003663e-7,9.398184267239002e-7,6.57957076222597e-8,4.174423520078224e-8,1.0031751439492219e-7
MkPairData/ExMemory 4/ExMemory 1289,8.784422602142765e-7,8.37923692610678e-7,9.78630939691334e-7,1.9703424348226016e-7,9.355681294399179e-8,3.772029899124024e-7
MkPairData/ExMemory 4/ExMemory 136,9.110029982929633e-7,8.918718269210847e-7,9.322733685921028e-7,8.022226639354916e-8,6.012619639256184e-8,1.1737064498649947e-7
MkPairData/ExMemory 4/ExMemory 6894,9.08253125624787e-7,8.808550835257874e-7,9.351409581219519e-7,8.479019514195662e-8,6.251555869665649e-8,1.1492220414952416e-7
MkPairData/ExMemory 4/ExMemory 14,9.570862450123805e-7,9.348003157345036e-7,9.926044758590226e-7,9.893314738913409e-8,7.093796230505465e-8,1.4691071218469863e-7
MkPairData/ExMemory 4/ExMemory 43,9.296783818788999e-7,9.168889382015008e-7,9.57512452226193e-7,5.882102171520078e-8,3.5526869847895226e-8,9.329659265831906e-8
MkPairData/ExMemory 4/ExMemory 14,9.61969460312674e-7,9.198601818286161e-7,1.0256793296431653e-6,1.5366426772018207e-7,1.1829997154903636e-7,1.9384802493603142e-7
MkPairData/ExMemory 4/ExMemory 28,9.203142462778521e-7,9.146959450088096e-7,9.330673246983416e-7,2.689088969870047e-8,1.5988067238474843e-8,4.6530903685823917e-8
MkPairData/ExMemory 4/ExMemory 34,9.145204063569382e-7,8.758279729721306e-7,9.632310157395274e-7,1.4136962262400944e-7,1.0348383360798436e-7,2.0811033002079165e-7
MkPairData/ExMemory 4/ExMemory 9,8.817469224086108e-7,8.551363263047363e-7,9.09298337585693e-7,9.550737652244452e-8,6.978544811307377e-8,1.3734153126134652e-7
MkPairData/ExMemory 4/ExMemory 52,9.025331230124813e-7,8.722114643642701e-7,9.476005504672927e-7,1.3326370306895415e-7,8.155635719832743e-8,1.9722092612376182e-7
MkPairData/ExMemory 4/ExMemory 52,9.18821874114717e-7,9.062020564415455e-7,9.484846665784593e-7,6.509182680915394e-8,4.374564403251203e-8,8.997207456024641e-8
MkPairData/ExMemory 4/ExMemory 4,1.0120860801701756e-6,9.725067290513867e-7,1.0557154603656807e-6,1.3834850828009424e-7,1.1553603661775352e-7,1.7033860693689568e-7
MkPairData/ExMemory 4/ExMemory 29,9.409908825289209e-7,9.211705076095172e-7,9.69596408413267e-7,7.734102617188527e-8,5.594753756744533e-8,1.10436818986609e-7
MkPairData/ExMemory 13/ExMemory 150,9.78647686661727e-7,9.513520871696835e-7,1.0250547449065596e-6,1.1111477343720853e-7,8.419895068989506e-8,1.390909494933802e-7
MkPairData/ExMemory 13/ExMemory 1276,8.780845948040045e-7,8.444683369176982e-7,9.240137646377113e-7,1.1783733958643785e-7,9.065313279224514e-8,1.723787124671115e-7
MkPairData/ExMemory 13/ExMemory 278,9.431094156575343e-7,9.17995467929406e-7,9.758275227965127e-7,8.666736249590179e-8,6.531844448641981e-8,1.253503243564974e-7
MkPairData/ExMemory 13/ExMemory 442,9.123808112892677e-7,8.814498773628882e-7,9.469111866305319e-7,1.0461159934972268e-7,7.618510027778875e-8,1.434878777683425e-7
MkPairData/ExMemory 13/ExMemory 851,9.727031079519562e-7,9.473497330714047e-7,1.0092695078321362e-6,1.0509699977268192e-7,8.502572814753353e-8,1.3155000471674247e-7
MkPairData/ExMemory 13/ExMemory 170,9.548849927021257e-7,9.2475381946395e-7,9.97296637871626e-7,1.085186031515867e-7,7.438010849505875e-8,1.4514931054019652e-7
MkPairData/ExMemory 13/ExMemory 187,9.424751434851358e-7,9.146617720192045e-7,9.840880355876826e-7,1.1075711338827182e-7,7.782501069582413e-8,1.6827690334141133e-7
MkPairData/ExMemory 13/ExMemory 1289,9.504459775423433e-7,9.313661476034484e-7,9.871569516163682e-7,7.972111494114382e-8,5.395708921585531e-8,1.1377646473961448e-7
MkPairData/ExMemory 13/ExMemory 136,9.449171867301784e-7,9.076628584793587e-7,9.97174052558553e-7,1.521683015175379e-7,1.176167230447903e-7,2.151439533881838e-7
MkPairData/ExMemory 13/ExMemory 6894,9.54618259507716e-7,9.300193944303522e-7,9.854764755850946e-7,9.407785839035236e-8,6.638133821377012e-8,1.3160559167879436e-7
MkPairData/ExMemory 13/ExMemory 14,9.050544849085843e-7,8.81704459262747e-7,9.494821340100208e-7,1.0252877447518046e-7,5.8478899331938925e-8,1.8804310452129911e-7
MkPairData/ExMemory 13/ExMemory 43,9.311175124265312e-7,9.157196193886622e-7,9.843347996697375e-7,8.067608916961745e-8,3.53981677841327e-8,1.676663792633127e-7
MkPairData/ExMemory 13/ExMemory 14,8.828670594585735e-7,8.495414026224489e-7,9.247409720222828e-7,1.1356336594160735e-7,8.338020531097958e-8,1.8356908628025622e-7
MkPairData/ExMemory 13/ExMemory 28,9.372455228528865e-7,9.181575251662917e-7,9.5674195108009e-7,6.263227837792444e-8,4.011424558852919e-8,8.189373626048471e-8
MkPairData/ExMemory 13/ExMemory 34,9.01995530137635e-7,8.594973915961501e-7,9.505607178866393e-7,1.405072912363747e-7,1.1990847879375074e-7,1.6967597047608026e-7
MkPairData/ExMemory 13/ExMemory 9,9.175533081083651e-7,9.006932623763155e-7,9.492285137146159e-7,8.143134314157447e-8,4.946573716854216e-8,1.3888756468434132e-7
MkPairData/ExMemory 13/ExMemory 52,8.794440177380141e-7,8.435890958555278e-7,9.583202348467857e-7,1.9288088622126478e-7,9.3634256338516e-8,3.4307987847899677e-7
MkPairData/ExMemory 13/ExMemory 52,9.712330152524528e-7,9.350923307043809e-7,1.0065903084537884e-6,1.2539961390186806e-7,9.581551958712436e-8,1.6263402185122314e-7
MkPairData/ExMemory 13/ExMemory 4,9.482388238195906e-7,9.166505919860881e-7,9.748453688788945e-7,9.957569922712707e-8,7.651305704025539e-8,1.318886247225667e-7
MkPairData/ExMemory 13/ExMemory 29,9.674996728775112e-7,9.380851590585589e-7,1.0106355943783282e-6,1.2226772428632932e-7,8.583609803893378e-8,1.7631413531859542e-7
MkPairData/ExMemory 4/ExMemory 150,8.826713106142783e-7,8.590464495432643e-7,8.973376287105154e-7,6.353248823542631e-8,4.2871083384348946e-8,8.401497518587479e-8
MkPairData/ExMemory 4/ExMemory 1276,9.307190748766364e-7,9.092057788494758e-7,9.666557658717137e-7,9.739557504520125e-8,6.407377825135008e-8,1.548106424250245e-7
MkPairData/ExMemory 4/ExMemory 278,9.75971823164553e-7,9.389860382480124e-7,1.0156672150998426e-6,1.3520365114568183e-7,9.389025315322806e-8,1.6251044079300095e-7
MkPairData/ExMemory 4/ExMemory 442,9.606270588377627e-7,9.209068481829386e-7,1.0486547280851902e-6,2.106541249086945e-7,1.0321631963932602e-7,3.9341549651801137e-7
MkPairData/ExMemory 4/ExMemory 851,9.329491728688875e-7,9.119913658973602e-7,9.56166967398501e-7,7.229451043187694e-8,4.8615137098782395e-8,9.44302756347882e-8
MkPairData/ExMemory 4/ExMemory 170,9.117526689524638e-7,8.969626722124009e-7,9.253392420927116e-7,5.02770132539247e-8,3.685984305721624e-8,7.131002431286484e-8
MkPairData/ExMemory 4/ExMemory 187,9.158894765781297e-7,9.050264923127635e-7,9.320873389625817e-7,4.690292138702137e-8,2.836046364372723e-8,7.301707320869347e-8
MkPairData/ExMemory 4/ExMemory 1289,9.123003748422507e-7,8.869757779495813e-7,9.383980305333539e-7,8.346823753643546e-8,6.03184002187957e-8,1.1603191854215422e-7
MkPairData/ExMemory 4/ExMemory 136,8.715700644561082e-7,8.242937505124958e-7,9.038083173334735e-7,1.1209336840163247e-7,9.25575470535959e-8,1.4486947306536e-7
MkPairData/ExMemory 4/ExMemory 6894,9.364312939351879e-7,9.223822531997451e-7,9.706465663696687e-7,7.328896329541227e-8,3.926894555854652e-8,1.3276230324331924e-7
MkPairData/ExMemory 4/ExMemory 14,9.403677547514141e-7,9.2375784853949e-7,9.836550636050438e-7,7.803321448374244e-8,4.613959926357329e-8,1.1651773468127666e-7
MkPairData/ExMemory 4/ExMemory 43,9.358896049809842e-7,9.203011315346887e-7,9.73173842946203e-7,7.838879048888024e-8,5.217181681955463e-8,1.326275734535232e-7
MkPairData/ExMemory 4/ExMemory 14,9.571678961689434e-7,9.297183296729079e-7,9.961379881441858e-7,1.0925858951665244e-7,7.405972120984273e-8,1.51464314475883e-7
MkPairData/ExMemory 4/ExMemory 28,8.639046818948266e-7,8.228033301053928e-7,9.133540452471281e-7,1.479183787157054e-7,1.1951790065194602e-7,1.8210032936123107e-7
MkPairData/ExMemory 4/ExMemory 34,9.362398222557143e-7,9.154342939355048e-7,9.636865688741301e-7,8.720737606222926e-8,5.031579467661317e-8,1.2676879358412232e-7
MkPairData/ExMemory 4/ExMemory 9,8.691649427886931e-7,8.382470759054763e-7,9.187877261807532e-7,1.238031734865293e-7,1.0125616874397775e-7,1.5532406544973563e-7
MkPairData/ExMemory 4/ExMemory 52,8.083409818806196e-7,7.801825324633036e-7,8.48974330261736e-7,1.124063200192127e-7,9.369637907912765e-8,1.4353437331415033e-7
MkPairData/ExMemory 4/ExMemory 52,8.426584584644242e-7,8.140938708324421e-7,8.729452088890291e-7,9.99836019391228e-8,7.954581939316221e-8,1.4320926753113236e-7
MkPairData/ExMemory 4/ExMemory 4,9.182509689007819e-7,8.954746657322696e-7,9.409017688982678e-7,7.98018253898684e-8,5.459662133610231e-8,1.1261003168243783e-7
MkPairData/ExMemory 4/ExMemory 29,8.866369588162431e-7,8.597721618856195e-7,9.214222178166508e-7,1.0604062324366311e-7,7.76190659031582e-8,1.51439928863264e-7
MkPairData/ExMemory 22/ExMemory 150,9.581830735429326e-7,9.280630107964104e-7,9.998504194157996e-7,1.1806770249364078e-7,9.04513121259384e-8,1.5834309654220274e-7
MkPairData/ExMemory 22/ExMemory 1276,8.913742441032342e-7,8.640507712436337e-7,9.313339298777967e-7,1.1047840626087778e-7,7.779264367304125e-8,1.604904019631659e-7
MkPairData/ExMemory 22/ExMemory 278,8.986607867690426e-7,8.62355501224934e-7,9.346905179512278e-7,1.1325898401427109e-7,8.66970743108423e-8,1.5087099242276762e-7
MkPairData/ExMemory 22/ExMemory 442,8.884790949649647e-7,8.453549069135306e-7,9.505438041579963e-7,1.73379420068947e-7,9.471816514785756e-8,2.971144851724714e-7
MkPairData/ExMemory 22/ExMemory 851,9.019613575422183e-7,8.847701698330233e-7,9.126382363150181e-7,4.677966059411516e-8,2.6253863129338775e-8,8.198345902752407e-8
MkPairData/ExMemory 22/ExMemory 170,8.941499468700823e-7,8.478123415832039e-7,1.0449596093442703e-6,2.615770538070938e-7,8.273800147408089e-8,5.352784566368863e-7
MkPairData/ExMemory 22/ExMemory 187,8.18644577797391e-7,7.881124153932723e-7,8.532620762407893e-7,1.0868696779866779e-7,9.084236110477379e-8,1.5518814564681577e-7
MkPairData/ExMemory 22/ExMemory 1289,9.72815057725806e-7,9.431376508980042e-7,1.0261302637047882e-6,1.1674219338320109e-7,7.510697628794552e-8,1.5753469339034162e-7
MkPairData/ExMemory 22/ExMemory 136,8.388965862740212e-7,8.009072453066892e-7,8.82357755806689e-7,1.1188804134552935e-7,8.751634157911445e-8,1.4614250170429787e-7
MkPairData/ExMemory 22/ExMemory 6894,9.103870847134814e-7,9.085556700759188e-7,9.141903000435879e-7,8.217730897644112e-9,6.2450592970426206e-9,1.2435263311819284e-8
MkPairData/ExMemory 22/ExMemory 14,8.937897762323996e-7,8.558437805672252e-7,9.43911437430712e-7,1.273371314164085e-7,9.467646751853085e-8,1.7871336600721746e-7
MkPairData/ExMemory 22/ExMemory 43,9.590152258067412e-7,9.400946926294258e-7,9.90926466819936e-7,8.814644785819873e-8,5.895780324271836e-8,1.2782606333404662e-7
MkPairData/ExMemory 22/ExMemory 14,9.162648731413984e-7,8.861634709451737e-7,9.569793048034362e-7,1.195719942572175e-7,8.363361616970074e-8,1.9005070017706788e-7
MkPairData/ExMemory 22/ExMemory 28,9.707564852300314e-7,9.409500014482064e-7,1.0246851636418582e-6,1.2007891937707617e-7,7.980861972185575e-8,1.6400645993347988e-7
MkPairData/ExMemory 22/ExMemory 34,9.911767942827375e-7,9.473983363078971e-7,1.036469966210238e-6,1.6235661992575804e-7,1.312030505688745e-7,1.9558631718022283e-7
MkPairData/ExMemory 22/ExMemory 9,9.286879624143025e-7,9.139362144293414e-7,9.505391432106961e-7,6.117893003328763e-8,3.285120316979604e-8,9.113550663055577e-8
MkPairData/ExMemory 22/ExMemory 52,9.316091793982961e-7,9.074196748825175e-7,9.636993502299097e-7,1.0035774912583713e-7,7.011256973643671e-8,1.465031041742749e-7
MkPairData/ExMemory 22/ExMemory 52,9.6236471933215e-7,9.38610358503523e-7,9.973278238017116e-7,9.613828358038216e-8,5.916163140220919e-8,1.5504050218737466e-7
MkPairData/ExMemory 22/ExMemory 4,8.361961326569959e-7,8.068973015952991e-7,8.649106940711821e-7,9.152991919396674e-8,8.32832118504351e-8,1.0897657875339082e-7
MkPairData/ExMemory 22/ExMemory 29,9.61275420294469e-7,9.411008158217148e-7,9.907057656721026e-7,8.856166557809186e-8,6.785169940857292e-8,1.2097527336285522e-7
MkPairData/ExMemory 152/ExMemory 150,8.036715766368268e-7,7.745148341130975e-7,8.471927876085215e-7,1.0744003298205373e-7,8.975620594481265e-8,1.6213309249211132e-7
MkPairData/ExMemory 152/ExMemory 1276,1.0052309777637666e-6,9.772302553075211e-7,1.039792553578935e-6,1.1563480385333072e-7,9.477833364273381e-8,1.4298971621043807e-7
MkPairData/ExMemory 152/ExMemory 278,8.294758493128075e-7,8.027351096663176e-7,8.727404706932045e-7,1.0500424056939669e-7,9.182308691430572e-8,1.340903881937793e-7
MkPairData/ExMemory 152/ExMemory 442,9.143844640904711e-7,9.058515582877988e-7,9.298464087163283e-7,4.0417149170598367e-8,2.7495952086574263e-8,5.768966951855564e-8
MkPairData/ExMemory 152/ExMemory 851,9.450151020425684e-7,9.26557330721669e-7,9.81905555913423e-7,8.452249293742835e-8,6.183331432106994e-8,1.296022699939917e-7
MkPairData/ExMemory 152/ExMemory 170,9.690712002186873e-7,9.32589718981972e-7,1.019392714891143e-6,1.3078304131499676e-7,9.89468574117518e-8,1.648702399417927e-7
MkPairData/ExMemory 152/ExMemory 187,9.055431688823793e-7,8.761964707043158e-7,9.505126601164089e-7,1.313461633205424e-7,9.710486053681144e-8,1.7713679624325395e-7
MkPairData/ExMemory 152/ExMemory 1289,8.544185036035362e-7,8.274341377424363e-7,8.777645380450987e-7,7.901626205515245e-8,6.658842624315498e-8,1.0520546051368887e-7
MkPairData/ExMemory 152/ExMemory 136,8.912012168959449e-7,8.541844695143458e-7,9.545571809821205e-7,1.6081030234769578e-7,9.330135138075446e-8,3.1419036648486213e-7
MkPairData/ExMemory 152/ExMemory 6894,9.169266075048188e-7,8.988035955330066e-7,9.374287277432937e-7,6.086799244970725e-8,4.018560471195795e-8,9.046706103940136e-8
MkPairData/ExMemory 152/ExMemory 14,9.235603821768885e-7,8.855908029372778e-7,9.984804457719083e-7,1.8221057388772404e-7,7.962915338388003e-8,3.533660961519683e-7
MkPairData/ExMemory 152/ExMemory 43,9.280044526741205e-7,9.149942804637554e-7,9.52293888322807e-7,6.096282639599622e-8,3.9219345311820253e-8,8.432899374983745e-8
MkPairData/ExMemory 152/ExMemory 14,9.611868760016793e-7,9.192644360866232e-7,1.0968847951442925e-6,2.6952296878326467e-7,6.301641852030036e-8,5.085418981979237e-7
MkPairData/ExMemory 152/ExMemory 28,8.851673813794528e-7,8.447903629721486e-7,9.404673208322907e-7,1.482096293658744e-7,1.243861331136014e-7,1.8581718152685955e-7
MkPairData/ExMemory 152/ExMemory 34,9.221670655661818e-7,9.000988141708286e-7,9.464538299417175e-7,8.373322146815135e-8,6.160309648343872e-8,1.1115812898259997e-7
MkPairData/ExMemory 152/ExMemory 9,9.410387734487239e-7,9.034214807954203e-7,9.83393806310369e-7,1.2992920249486716e-7,8.896583219516254e-8,2.1229689984827646e-7
MkPairData/ExMemory 152/ExMemory 52,9.494480852105171e-7,9.324392898366071e-7,9.772872455474238e-7,7.74298517058259e-8,5.5441231876445e-8,1.05916004319267e-7
MkPairData/ExMemory 152/ExMemory 52,9.315519788403548e-7,9.029525767032233e-7,9.94270081554842e-7,1.4772778039696327e-7,7.943476632553608e-8,2.4177292995145227e-7
MkPairData/ExMemory 152/ExMemory 4,9.525723023178458e-7,9.335675782521407e-7,9.825065469085383e-7,8.317866603451704e-8,6.22361913788679e-8,1.0851481464379248e-7
MkPairData/ExMemory 152/ExMemory 29,9.130271170156751e-7,8.76354284137783e-7,1.0013816850722515e-6,1.7913254255553405e-7,6.657699497450201e-8,3.277701307801998e-7
MkPairData/ExMemory 4/ExMemory 150,9.665590156530165e-7,9.431100452367555e-7,1.003877869454521e-6,1.1653063673678658e-7,8.288430962626383e-8,1.5605116490303565e-7
MkPairData/ExMemory 4/ExMemory 1276,9.991036841860287e-7,9.405671638780059e-7,1.182859282735227e-6,3.182560102746982e-7,9.835311404749483e-8,6.450773279584973e-7
MkPairData/ExMemory 4/ExMemory 278,9.788865512843457e-7,9.47733659784931e-7,1.0192781439402548e-6,1.1952908019177118e-7,7.692162536231559e-8,1.503904268073655e-7
MkPairData/ExMemory 4/ExMemory 442,1.0145920131103535e-6,9.60432960277005e-7,1.070502710184239e-6,1.8913854557170386e-7,1.6241572107420105e-7,2.187464692149208e-7
MkPairData/ExMemory 4/ExMemory 851,9.405959162070819e-7,9.248985876823466e-7,9.85447563496752e-7,7.831103918680651e-8,4.427435753143139e-8,1.2366776684268988e-7
MkPairData/ExMemory 4/ExMemory 170,9.295765466787156e-7,9.048734124774345e-7,9.567079577386185e-7,8.796613564094204e-8,6.279305747735728e-8,1.1966446411280745e-7
MkPairData/ExMemory 4/ExMemory 187,8.618122116242819e-7,8.345322890208988e-7,8.87915996346488e-7,8.830652561211197e-8,7.589943402438974e-8,1.0754872562526115e-7
MkPairData/ExMemory 4/ExMemory 1289,9.25955905697713e-7,9.028035477847155e-7,9.534838406867304e-7,8.19119738065834e-8,4.918358646488862e-8,1.1840808316394783e-7
MkPairData/ExMemory 4/ExMemory 136,9.86119092494458e-7,9.509888423485978e-7,1.0272480947546168e-6,1.1217797536444576e-7,8.914587576208362e-8,1.5076279813378864e-7
MkPairData/ExMemory 4/ExMemory 6894,9.321592133398579e-7,9.100584383484175e-7,9.695812223567003e-7,8.983867714451274e-8,5.1458751440871604e-8,1.368307088875402e-7
MkPairData/ExMemory 4/ExMemory 14,9.150140401458154e-7,9.02180371550945e-7,9.348221319171257e-7,5.577222132566519e-8,3.769667157667468e-8,9.101829971791135e-8
MkPairData/ExMemory 4/ExMemory 43,8.824820445981817e-7,8.559557602434543e-7,9.105503186619405e-7,8.403336067625111e-8,5.9529400063302245e-8,1.2721828440459889e-7
MkPairData/ExMemory 4/ExMemory 14,8.935701850785942e-7,8.785807451897136e-7,9.032860134184269e-7,3.681819451892973e-8,2.0439802374526566e-8,5.6985007070715435e-8
MkPairData/ExMemory 4/ExMemory 28,9.353335139630645e-7,9.169489448945208e-7,9.769075433055166e-7,8.839836708480789e-8,5.6869936474537204e-8,1.3670632877891313e-7
MkPairData/ExMemory 4/ExMemory 34,9.573928731375501e-7,9.063790582609213e-7,1.0093046415288963e-6,1.7837794371525272e-7,1.5127370466411723e-7,2.0843202777184254e-7
MkPairData/ExMemory 4/ExMemory 9,8.710138476551779e-7,8.424184860209506e-7,9.086946523695387e-7,1.1516492152585585e-7,7.713654522683417e-8,2.0822779697939135e-7
MkPairData/ExMemory 4/ExMemory 52,9.381772784824876e-7,9.189899461713218e-7,9.640697819377324e-7,7.050416767239284e-8,5.031393325964886e-8,9.692742103836123e-8
MkPairData/ExMemory 4/ExMemory 52,8.228095752619326e-7,7.903785520799789e-7,9.00955716707105e-7,1.6740578460016638e-7,7.88738683091583e-8,2.942339610392125e-7
MkPairData/ExMemory 4/ExMemory 4,9.328735894092715e-7,9.190493320111927e-7,9.538704166217473e-7,6.01889022615641e-8,3.7070055175447564e-8,8.789642266977921e-8
MkPairData/ExMemory 4/ExMemory 29,9.220912302691865e-7,8.7191897536865e-7,1.008998559174078e-6,2.111648201335493e-7,1.1292935897876836e-7,3.8364805682171716e-7
